position;name;cheke;perfomance;yearofprod;cpusocket;cpucore;numofcores,numofthreads;basefreq;turbofreq;cachel1;cachel2;cachel3;graphics;memorycontroller;pciecontroller;lithography;tdp;cpucategory
114;AMD Ryzen Threadripper PRO 5955WX;;30146.78;2022;Socket sWRX8;16 / 32;16 / 32;4000 MHz;4500 MHz;1024;8192;65536;нет;8 chann.DDR4-3200;PCI Express 4.0128 lines;7 nm;280 W;десктопный
115;Intel Core i9-14900;;30119.97;2024;LGA1700;24 / 32;24 / 32;1500 MHz;5800 MHz;8x32 + 8x48 | 16x32 + 16x64;32768;36864;Intel UHD Graphics 77032EU, 300 - 1650 MHz;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;219 W;десктопный
116;AMD Ryzen Threadripper PRO 7945WX;;29872.74;2023;Socket sTR5;12 / 24;12 / 24;4700 MHz;5300 MHz;768;12288;65536;нет;8 chann.DDR5-5200;PCI Express 5.0148 lines;5 nm;350 W;десктопный
117;AMD EPYC 4464P;;29869.13;2024;Socket AM5;12 / 24;12 / 24;3700 MHz;5400 MHz;12x32 + 12x32;12x1024;65536;нет;2 chann.DDR5-5200;PCI Express 5.028 lines;5 nm;65 W;десктопный
118;Intel Xeon Gold 6314U;;29851.35;2021;LGA4189;32 / 64;32 / 64;2300 MHz;3400 MHz;32x32 + 32x32;32x1024;49152;нет;8 chann.DDR4-3200;PCI Express 4.064 lines;10 nm;205 W;серверный
119;Intel Core i9-13900;;29478.91;2023;LGA1700;24 / 32;24 / 32;2000 MHz;5600 MHz;8x32 + 8x48 | 16x32 + 16x64;32768;36864;Intel UHD Graphics 770300 - 1650 MHz;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;219 W;десктопный
120;AMD Ryzen 9 7900;;29427.05;2022;Socket AM5;12 / 24;12 / 24;3700 MHz;5400 MHz;12x32 + 12x32;12x1024;65536;Radeon Graphics (Ryzen 7000)400 - 2200 MHz, 128 shaders;2 chann.DDR5-5200;PCI Express 5.024 lines;5 nm;65 W;десктопный
121;Intel Xeon Gold 6342;;29420.49;2021;LGA4189;24 / 48;24 / 48;2800 MHz;3500 MHz;24x32 + 24x32;24x1024;36864;нет;8 chann.DDR4-3200;PCI Express 4.064 lines;10 nm;230 W;серверный
122;Intel Core i9-13980HX;;29411.76;2023;BGA1964;24 / 32;24 / 32;1600 MHz;5600 MHz;8x32 + 8x48 | 16x32 + 16x64;32768;36864;Intel UHD Graphics 7701650 MHz;2 chann.DDR4-3200;PCI Express 5.020 lines;10 nm;55 W;мобильный
123;Intel Xeon w5-2465X;;29133.92;2023;LGA4677;16 / 32;16 / 32;3100 MHz;4700 MHz;16x32 + 16x48;16x2048;34560;нет;4 chann.DDR5-4800;PCI Express 5.064 lines;10 nm;240 W;десктопный
124;Intel Xeon Platinum 8368Q;;29023.2;2021;LGA4189;38 / 76;38 / 76;2600 MHz;3700 MHz;38x32 + 38x32;38x1024;58368;нет;8 chann.DDR4-3200;PCI Express 4.064 lines;10 nm;270 W;серверный
125;Intel Core i7-13700K;;28923.65;2022;LGA1700;16 / 24;16 / 24;2500 MHz;5400 MHz;8x32 + 8x48 | 8x32 + 8x64;24576;30720;Intel UHD Graphics 770300 - 1600 MHz;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;253 W;десктопный
126;AMD EPYC 7502;;28897.01;2020;Socket SP3;32 / 64;32 / 64;2500 MHz;3350 MHz;32x32 + 32x32;32x512;131072;нет;8 chann.DDR4-3200;PCI Express 4.0128 lines;7 nm;180 W;серверный
127;Intel Xeon w5-3435X;;28892.04;2023;LGA4677;16 / 32;16 / 32;3100 MHz;4800 MHz;16x32 + 16x48;16x2048;46080;нет;8 chann.DDR5-4800;PCI Express 5.0112 lines;10 nm;270 W;десктопный
128;Intel Core i9-14900HX;;28862.72;2024;BGA1964;24 / 32;24 / 32;2200 MHz;5800 MHz;8x32 + 8x48 | 16x32 + 16x64;24576;36864;Intel UHD Graphics300 - 1650 MHz, 32 exec. units;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;55 W;мобильный
129;AMD Ryzen 9 PRO 7945;;28817.54;2022;Socket AM5;12 / 24;12 / 24;3700 MHz;5400 MHz;12x32 + 12x32;12x1024;65536;Radeon Vega128 shaders, 400 - 2200 MHz;2 chann.DDR5-5200;PCI Express 5.024 lines;5 nm;65 W;десктопный
130;Intel Core i7-13790F;;28794.32;2023;LGA1700;16 / 24;16 / 24;1500 MHz;5200 MHz;8x32 + 8x48 | 8x32 + 8x64;24576;33792;нет;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;219 W;десктопный
131;Intel Core i7-13700KF;;28768.83;2022;LGA1700;16 / 24;16 / 24;2500 MHz;5400 MHz;8x32 + 8x48 | 8x32 + 8x64;24576;30720;нет;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;253 W;десктопный
132;Intel Xeon Silver 4416+;;28731.62;2023;LGA4677;20 / 40;20 / 40;2000 MHz;3900 MHz;20x32 + 20x48;20x2048;38400;нет;8 chann.DDR5-4000;PCI Express 5.080 lines;10 nm;165 W;серверный
133;Intel Xeon Gold 6526Y;;28617.83;2023;LGA4677;16 / 32;16 / 32;2800 MHz;3900 MHz;16x32 + 16x48;16x2048;38400;нет;8 chann.DDR5-5200;PCI Express 5.080 lines;10 nm;195 W;серверный
134;Intel Xeon W-3345;;28409.55;2021;LGA4189;24 / 48;24 / 48;3000 MHz;4000 MHz;24x32 + 24x32;24x1024;36864;нет;8 chann.DDR4-3200;PCI Express 4.064 lines;10 nm;250 W;десктопный
135;Intel Xeon Gold 6336Y;;28299.5;2021;LGA4189;24 / 48;24 / 48;2400 MHz;3600 MHz;24x32 + 24x32;24x1024;36864;нет;8 chann.DDR4-3200;PCI Express 4.064 lines;10 nm;185 W;серверный
136;AMD Ryzen 9 7900X;;28164.61;2022;Socket AM5;12 / 24;12 / 24;4700 MHz;5600 MHz;12x32 + 12x32;12x1024;65536;Radeon Graphics (Ryzen 7000)400 - 2200 MHz, 128 shaders;2 chann.DDR5-5200;PCI Express 5.024 lines;5 nm;170 W;десктопный
137;Intel Xeon w7-3445;;28097.4;2023;LGA4677;20 / 40;20 / 40;2600 MHz;4800 MHz;20x32 + 20x48;20x2048;53760;нет;8 chann.DDR5-4800;PCI Express 5.0112 lines;10 nm;324 W;десктопный
138;Intel Xeon Gold 6538N;;27915.21;2023;LGA4677;32 / 64;32 / 64;2100 MHz;4100 MHz;32x32 + 32x48;32x2048;61440;нет;8 chann.DDR5-5200;PCI Express 5.080 lines;10 nm;205 W;серверный
139;AMD EPYC 73F3;;27767.15;2021;Socket SP3;16 / 32;16 / 32;3500 MHz;4000 MHz;16x32 + 16x32;16x512;262144;нет;8 chann.DDR4-3200;PCI Express 4.0128 lines;7 nm;240 W;серверный
140;Intel Core i7-14700;;27745.37;2024;LGA1700;20 / 28;20 / 28;1500 MHz;5400 MHz;8x32 + 8x48 | 12x32 + 12x64;28672;33792;Intel UHD Graphics 770300 - 1600 MHz;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;219 W;десктопный
141;Intel Xeon Gold 5418Y;;27661.52;2023;LGA4677;24 / 48;24 / 48;2000 MHz;3800 MHz;24x32 + 24x48;24x2048;46080;нет;8 chann.DDR5-4400;PCI Express 5.080 lines;10 nm;185 W;серверный
142;Intel Core i7-14700F;;27645.26;2024;LGA1700;20 / 28;20 / 28;1500 MHz;5400 MHz;8x32 + 8x48 | 12x32 + 12x64;28672;33792;нет;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;219 W;десктопный
143;AMD EPYC 7402;;27626.3;2019;Socket SP3;24 / 48;24 / 48;2800 MHz;3350 MHz;24x32 + 24x32;24x512;131072;нет;8 chann.DDR4-3200;PCI Express 4.0128 lines;7 nm;180 W;серверный
144;AMD Ryzen 9 7845HX;;27544.91;2022;Socket FP7;12 / 24;12 / 24;3000 MHz;5200 MHz;12x32 + 12x32;12x1024;65536;Radeon 610M400 - 2200 MHz;2 chann.DDR5-5200;PCI Express 5.028 lines;5 nm;55 W;мобильный
145;Intel Core i9-14900T;;27512.82;2024;LGA1700;24 / 32;24 / 32;1100 MHz;5500 MHz;8x32 + 8x48 | 16x32 + 16x64;32768;36864;Intel UHD Graphics 77032EU, 300 - 1650 MHz;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;106 W;десктопный
146;Intel Core i9-13900T;;27381.62;2023;LGA1700;24 / 32;24 / 32;1100 MHz;5300 MHz;8x32 + 8x48 | 16x32 + 16x64;32768;36864;Intel UHD Graphics 770300 - 1650 MHz;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;106 W;десктопный
147;Intel Core i9-12900KS;;27376.12;2022;LGA1700;16 / 24;16 / 24;2500 MHz;5500 MHz;8x32 + 8x48 | 8x32 + 8x64;14336;30720;Intel UHD Graphics 770300 - 1550 MHz;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;241 W;десктопный
148;Intel Core i9-13950HX;;27314.47;2023;BGA1964;24 / 32;24 / 32;1600 MHz;5500 MHz;8x32 + 8x48 | 16x32 + 16x64;32768;36864;Intel UHD Graphics 7701650 MHz;2 chann.DDR4-3200;PCI Express 5.020 lines;10 nm;55 W;мобильный
149;AMD EPYC 8224P;;27096.81;2023;Socket SP6;24 / 48;24 / 48;2250 MHz;3000 MHz;24x32 + 24x32;24576;65536;нет;6 chann.DDR5-4800;PCI Express 5.096 lines;5 nm;160 W;серверный
150;AMD EPYC 7452;;26955.41;2019;Socket SP3;32 / 64;32 / 64;2350 MHz;3350 MHz;32x32 + 32x32;32x512;131072;нет;8 chann.DDR4-3200;PCI Express 4.0128 lines;7 nm;155 W;серверный
151;Intel Xeon Gold 6330;;26769.41;2021;LGA4189;28 / 56;28 / 56;2000 MHz;3100 MHz;28x32 + 28x32;28x1024;43008;нет;8 chann.DDR4-2933;PCI Express 4.064 lines;10 nm;205 W;серверный
152;AMD EPYC 7343;;26614.38;2021;Socket SP3;16 / 32;16 / 32;3200 MHz;3900 MHz;16x32 + 16x32;16x512;131072;нет;8 chann.DDR4-3200;PCI Express 4.0128 lines;7 nm;190 W;серверный
153;AMD Ryzen 9 5950X;;26498.32;2020;Socket AM4;16 / 32;16 / 32;3400 MHz;4900 MHz;16x32 + 16x32;16x512;65536;нет;2 chann.DDR4-3200;PCI Express 4.0;7 nm;105 W;десктопный
154;AMD EPYC 9124;;26478.26;2022;Socket SP5;16 / 32;16 / 32;3000 MHz;3700 MHz;16x32 + 16x32;16x1024;65536;нет;12 chann.DDR5-4800;PCI Express 5.0128 lines;5 nm;200 W;серверный
155;Intel Xeon Gold 6312U;;26189.95;2021;LGA4189;18 / 36;18 / 36;3000 MHz;3600 MHz;18x32 + 18x32;18x1024;39936;нет;8 chann.DDR4-3200;PCI Express 4.064 lines;10 nm;205 W;серверный
156;Intel Xeon Gold 6338N;;26166.33;2021;LGA4189;32 / 64;32 / 64;2200 MHz;3500 MHz;32x32 + 32x32;32x1024;49152;нет;8 chann.DDR4-2667;PCI Express 4.064 lines;10 nm;185 W;серверный
157;Intel Xeon W-3275;;25836.83;2019;LGA3647;28 / 56;28 / 56;2500 MHz;4600 MHz;28x32 + 28x32;28x1024;39424;нет;6 chann.DDR4-2933;PCI Express 3.064 lines;14 nm;205 W;серверный
158;Intel Core i9-12900K;;25786.83;2021;LGA1700;16 / 24;16 / 24;2400 MHz;5200 MHz;8x32 + 8x48 | 8x32 + 8x64;14336;30720;Intel UHD Graphics 770300 - 1550 MHz;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;241 W;десктопный
159;Intel Xeon Gold 6354;;25767.8;2021;LGA4189;18 / 36;18 / 36;3000 MHz;3600 MHz;18x32 + 18x32;18x1024;39936;нет;8 chann.DDR4-3200;PCI Express 4.064 lines;10 nm;205 W;серверный
160;AMD EPYC 7D12;;25752.75;2019;Socket SP3;32 / 64;32 / 64;1100 MHz;3000 MHz;32x32 + 32x32;32x512;131072;нет;8 chann.DDR4-3200;PCI Express 4.0128 lines;7 nm;85 W;серверный
161;Intel Core i9-12900KF;;25578.53;2021;LGA1700;16 / 24;16 / 24;2400 MHz;5200 MHz;8x32 + 8x48 | 8x32 + 8x64;14336;30720;нет;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;241 W;десктопный
162;AMD EPYC 9224;;25565.8;2022;Socket SP5;24 / 48;24 / 48;2500 MHz;3750 MHz;24x32 + 24x32;24x1024;65536;нет;12 chann.DDR5-4800;PCI Express 5.0128 lines;5 nm;200 W;серверный
163;Intel Xeon Platinum 8275CL;;25364.29;2019;LGA3647;24 / 48;24 / 48;3000 MHz;3900 MHz;24x32 + 24x32;24x1024;36608;нет;6 chann.DDR4-2933;PCI Express 3.048 lines;14 nm;240 W;серверный
164;AMD EPYC 7313P;;25316.45;2021;Socket SP3;16 / 32;16 / 32;3000 MHz;3700 MHz;16x32 + 16x32;16x512;131072;нет;8 chann.DDR4-3200;PCI Express 4.0128 lines;7 nm;155 W;серверный
165;Intel Xeon Gold 6416H;;25248.36;2023;LGA4677;18 / 36;18 / 36;2200 MHz;4200 MHz;18x32 + 18x48;18x2048;46080;нет;8 chann.DDR5-4400;PCI Express 5.080 lines;10 nm;165 W;серверный
166;Intel Core i9-13900HX;;24872.58;2023;BGA1964;24 / 32;24 / 32;1600 MHz;5400 MHz;8x32 + 8x48 | 16x32 + 16x64;32768;36864;Intel UHD Graphics 7701650 MHz;2 chann.DDR4-3200;PCI Express 5.020 lines;10 nm;55 W;мобильный
167;Intel Core i5-14600KF;;24542.54;2023;LGA1700;14 / 20;14 / 20;2600 MHz;5300 MHz;6x32 + 6x48 | 8x32 + 8x64;20480;24576;нет;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;181 W;десктопный
168;Intel Xeon W-3335;;24429.82;2021;LGA4189;38 / 76;38 / 76;2500 MHz;4000 MHz;38x32 + 38x32;38x1024;58368;нет;8 chann.DDR4-3200;PCI Express 4.064 lines;10 nm;270 W;десктопный
169;Intel Core i5-14600K;;24411.97;2023;LGA1700;14 / 20;14 / 20;2600 MHz;5300 MHz;6x32 + 6x48 | 8x32 + 8x64;20480;24576;Intel UHD Graphics 770300 - 1550 MHz;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;181 W;десктопный
170;AMD Ryzen Threadripper PRO 5945WX;;24404.59;2022;Socket sWRX8;12 / 24;12 / 24;4100 MHz;4500 MHz;765;6144;65536;нет;8 chann.DDR4-3200;PCI Express 4.0128 lines;7 nm;280 W;десктопный
171;AMD Ryzen Threadripper PRO 3955WX;;24302.21;2020;Socket sTRX4;16 / 32;16 / 32;3900 MHz;4300 MHz;16x32 + 16x32;16x512;65536;нет;8 chann.DDR4-3200;PCI Express 4.0128 lines;7 nm;280 W;десктопный
172;Intel Core i7-13700F;;24232.89;2023;LGA1700;16 / 24;16 / 24;1500 MHz;5200 MHz;8x32 + 8x48 | 8x32 + 8x64;24576;30720;нет;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;219 W;десктопный
173;AMD EPYC 7F52;;24043;2020;Socket SP3;16 / 32;16 / 32;3500 MHz;3900 MHz;16x32 + 16x32;16x512;262144;нет;8 chann.DDR4-3200;PCI Express 4.0128 lines;7 nm;240 W;серверный
174;Intel Core i7-14700T;;23927.6;2024;LGA1700;20 / 28;20 / 28;900 MHz;5200 MHz;8x32 + 8x48 | 12x32 + 12x64;28672;33792;Intel UHD Graphics 770300 - 1600 MHz;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;106 W;десктопный
175;Intel Core i7-14650HX;;23846.76;2024;BGA1964;16 / 24;16 / 24;1600 MHz;5200 MHz;8x32 + 8x48 | 8x32 + 8x64;24576;30720;Intel UHD Graphics300 - 1600 MHz, 16 exec. units;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;55 W;мобильный
176;AMD EPYC 7402P;;23690.75;2019;Socket SP3;24 / 48;24 / 48;2800 MHz;3350 MHz;24x32 + 24x32;24x512;131072;нет;8 chann.DDR4-3200;PCI Express 4.0128 lines;7 nm;180 W;серверный
177;Intel Core i5-13600K;;23667.69;2022;LGA1700;14 / 20;14 / 20;2600 MHz;5100 MHz;6x32 + 6x48 | 8x32 + 8x64;20480;24576;Intel UHD Graphics 770300 - 1500 MHz;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;181 W;десктопный
178;Intel Core i7-13850HX;;23622.92;2023;BGA1964;20 / 28;20 / 28;1500 MHz;5300 MHz;8x32 + 8x48 | 12x32 + 12x64;24576;30720;Intel UHD Graphics 7701600 MHz;2 chann.DDR4-3200;PCI Express 5.020 lines;10 nm;55 W;мобильный
179;Intel Xeon w5-2455X;;23576.99;2023;LGA4677;12 / 24;12 / 24;3200 MHz;4600 MHz;12x32 + 12x48;12x2048;30720;нет;4 chann.DDR5-4800;PCI Express 5.064 lines;10 nm;240 W;десктопный
180;AMD EPYC 7542;;23561.7;2019;Socket SP3;32 / 64;32 / 64;2900 MHz;3400 MHz;32x32 + 32x32;32x512;131072;нет;8 chann.DDR4-3200;PCI Express 4.0128 lines;7 nm;225 W;серверный
181;AMD EPYC 7313;;23543.93;2021;Socket SP3;16 / 32;16 / 32;3000 MHz;3700 MHz;16x32 + 16x32;16x512;131072;нет;8 chann.DDR4-3200;PCI Express 4.0128 lines;7 nm;155 W;серверный
182;Intel Core i5-13600KF;;23532.76;2022;LGA1700;14 / 20;14 / 20;2600 MHz;5100 MHz;6x32 + 6x48 | 8x32 + 8x64;20480;24576;нет;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;181 W;десктопный
183;Intel Xeon Gold 6346;;23417.64;2021;LGA4189;16 / 32;16 / 32;3100 MHz;3600 MHz;16x32 + 16x32;16x1024;36864;нет;8 chann.DDR4-3200;PCI Express 4.064 lines;10 nm;205 W;серверный
184;Intel Xeon Gold 5320;;23351.11;2021;LGA4189;26 / 52;26 / 52;2200 MHz;3400 MHz;26x32 + 26x32;26x1024;39936;нет;8 chann.DDR4-2933;PCI Express 4.064 lines;10 nm;185 W;серверный
185;Intel Xeon Gold 6238R;;23323.04;2020;LGA3647;28 / 56;28 / 56;2200 MHz;4000 MHz;28x32 + 28x32;28x1024;39424;нет;6 chann.DDR4-2933;PCI Express 3.048 lines;14 nm;165 W;серверный
186;Intel Core i7-13700;;23098.13;2023;LGA1700;16 / 24;16 / 24;1500 MHz;5200 MHz;8x32 + 8x48 | 8x32 + 8x64;24576;30720;Intel UHD Graphics 770300 - 1600 MHz;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;219 W;десктопный
187;Intel Xeon W-3275M;;23022.67;2019;LGA3647;28 / 56;28 / 56;2500 MHz;4400 MHz;28x32 + 28x32;28x1024;39424;нет;6 chann.DDR4-2933;PCI Express 3.064 lines;14 nm;205 W;серверный
188;Intel Core i9-12900F;;22889.29;2022;LGA1700;16 / 24;16 / 24;1800 MHz;5100 MHz;8x32 + 8x48 | 8x32 + 8x64;14336;30720;Intel UHD Graphics 770300 - 1550 MHz;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;202 W;десктопный
189;Intel Xeon w5-3425;;22751.26;2023;LGA4677;12 / 24;12 / 24;3200 MHz;4600 MHz;12x32 + 12x48;12x2048;30720;нет;8 chann.DDR5-4800;PCI Express 5.0112 lines;10 nm;270 W;десктопный
190;AMD Ryzen 9 5900X;;22675.86;2020;Socket AM4;12 / 24;12 / 24;3700 MHz;4800 MHz;12x32 + 12x32;12x512;65536;нет;2 chann.DDR4-3200;PCI Express 4.0;7 nm;105 W;десктопный
191;Intel Xeon Gold 5416S;;22633.12;2023;LGA4677;16 / 32;16 / 32;2000 MHz;4000 MHz;16x32 + 16x48;16x2048;30720;нет;8 chann.DDR5-4400;PCI Express 5.080 lines;10 nm;150 W;серверный
192;Intel Xeon Gold 6330N;;22606.27;2021;LGA4189;28 / 56;28 / 56;2200 MHz;3400 MHz;28x32 + 28x32;28x1024;49152;нет;8 chann.DDR4-2667;PCI Express 4.064 lines;10 nm;165 W;серверный
193;Intel Xeon Gold 6248R;;22499.2;2020;LGA3647;24 / 48;24 / 48;3000 MHz;4000 MHz;24x32 + 24x32;24x1024;36608;нет;6 chann.DDR4-2933;PCI Express 3.048 lines;14 nm;205 W;серверный
194;Intel Core i7-14700HX;;22467.64;2024;BGA1964;20 / 28;20 / 28;1500 MHz;5500 MHz;8x32 + 8x48 | 12x32 + 12x64;28672;33792;Intel UHD Graphics300 - 1600 MHz, 32 exec. units;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;55 W;мобильный
195;AMD Ryzen 9 3950X;;22003.78;2019;Socket AM4;16 / 32;16 / 32;3500 MHz;4700 MHz;16x32 + 16x32;16x512;65536;нет;2 chann.DDR4-3200;PCI Express 4.016 lines;7 nm;105 W;десктопный
196;Intel Xeon W-3175X;;22001.16;2018;LGA3647;28 / 56;28 / 56;3100 MHz;3800 MHz;28x32 + 28x32;28x1024;39424;нет;6 chann.DDR4-2666;PCI Express 3.048 lines;14 nm;255 W;серверный
197;AMD EPYC 8124P;;21965.34;2023;Socket SP6;16 / 32;16 / 32;2440 MHz;3000 MHz;16x32 + 16x32;16384;65536;нет;6 chann.DDR5-4800;PCI Express 5.096 lines;5 nm;125 W;серверный
198;Intel Xeon Gold 6326;;21928.58;2021;LGA4189;16 / 32;16 / 32;2900 MHz;3500 MHz;16x32 + 16x32;16x1024;24576;нет;8 chann.DDR4-3200;PCI Express 4.064 lines;10 nm;185 W;серверный
199;Intel Core i9-12900TE;;21798.05;2022;LGA1700;16 / 24;16 / 24;1000 MHz;4800 MHz;8x32 + 8x48 | 8x32 + 8x64;14336;30720;Intel UHD Graphics 770300 - 1550 MHz;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;35 W;встраиваемый
200;Intel Core i5-14600;;21791.76;2024;LGA1700;14 / 20;14 / 20;2700 MHz;5200 MHz;6x32 + 6x48 | 8x32 + 8x64;20480;24576;Intel UHD Graphics 770300 - 1550 MHz;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;154 W;десктопный
201;Intel Xeon Gold 6242R;;21738.78;2020;LGA3647;20 / 40;20 / 40;3100 MHz;4100 MHz;20x32 + 20x32;20x1024;36608;нет;6 chann.DDR4-2933;PCI Express 3.048 lines;14 nm;205 W;серверный
202;AMD Ryzen 7 7700X;;21643.12;2022;Socket AM5;8 / 16;8 / 16;4500 MHz;5400 MHz;8x32 + 8x32;8x1024;32768;Radeon Graphics (Ryzen 7000)400 - 2200 MHz, 128 shaders;2 chann.DDR5-5200;PCI Express 5.024 lines;5 nm;105 W;десктопный
203;AMD EPYC 4364P;;21600.96;2024;Socket AM5;8 / 16;8 / 16;4500 MHz;5400 MHz;8x32 + 8x32;8x1024;32768;нет;2 chann.DDR5-5200;PCI Express 5.028 lines;5 nm;105 W;десктопный
204;Intel Core i7-13700E;;21593.41;2023;LGA1700;16 / 24;16 / 24;1300 MHz;5100 MHz;8x32 + 8x48 | 8x32 + 8x64;24576;30720;Intel UHD Graphics 770300 - 1600 MHz;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;65 W;десктопный
205;Intel Core i7-12700K;;21527.57;2021;LGA1700;12 / 20;12 / 20;2700 MHz;5000 MHz;8x32 + 8x48 | 4x32 + 4x64;12288;25600;Intel UHD Graphics 770300 - 1500 MHz;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;190 W;десктопный
206;Intel Xeon Gold 6268CL;;21486.96;2021;LGA3647;24 / 48;24 / 48;2800 MHz;3900 MHz;24x32 + 24x32;24x1024;33792;нет;6 chann.DDR4-2933;PCI Express 3.048 lines;14 nm;205 W;серверный
207;Intel Xeon Platinum 8268;;21440.33;2019;LGA3647;24 / 48;24 / 48;2900 MHz;3900 MHz;24x32 + 24x32;24x1024;36608;нет;6 chann.DDR4-2933;PCI Express 3.048 lines;14 nm;205 W;серверный
208;Intel Core i7-12700KF;;21392.02;2021;LGA1700;12 / 20;12 / 20;2700 MHz;5000 MHz;8x32 + 8x48 | 4x32 + 4x64;12288;25600;нет;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;190 W;десктопный
209;Intel Xeon w5-3433;;21325.49;2023;LGA4677;16 / 32;16 / 32;2000 MHz;4200 MHz;16x32 + 16x48;16x2048;46080;нет;8 chann.DDR5-4400;PCI Express 5.0112 lines;10 nm;2200 W;десктопный
210;Intel Core i9-12900;;21316.17;2022;LGA1700;16 / 24;16 / 24;1800 MHz;5100 MHz;8x32 + 8x48 | 8x32 + 8x64;14336;30720;Intel UHD Graphics 770300 - 1550 MHz;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;202 W;десктопный
211;Intel Core i9-12900HX;;21246.53;2022;BGA1964;16 / 24;16 / 24;1700 MHz;5000 MHz;8x32 + 8x48 | 8x32 + 8x64;26624;30720;Intel UHD Graphics 770300 - 1550 MHz;2 chann.DDR4 3200;PCI Express 4.028 lines;10 nm;55 W;мобильный
212;Intel Xeon Silver 4510;;21246.53;2023;LGA4677;12 / 24;12 / 24;2400 MHz;4100 MHz;12x32 + 12x48;12x2048;30720;нет;8 chann.DDR5-4400;PCI Express 5.080 lines;10 nm;150 W;серверный
213;AMD EPYC 4344P;;21195.02;2024;Socket AM5;8 / 16;8 / 16;3800 MHz;5300 MHz;8x32 + 8x32;8x1024;32768;нет;2 chann.DDR5-5200;PCI Express 5.028 lines;5 nm;65 W;десктопный
214;Intel Core i9-13900E;;21171.22;2023;LGA1700;24 / 32;24 / 32;1300 MHz;5200 MHz;8x32 + 8x48 | 16x32 + 16x64;32768;36864;Intel UHD Graphics 770300 - 1650 MHz;2 chann.DDR5-5600;PCI Express 5.020 lines;10 nm;65 W;встраиваемый
215;Intel Xeon Platinum 8260M;;21121.37;2019;LGA3647;24 / 48;24 / 48;2400 MHz;3900 MHz;24x32 + 24x32;24x1024;36608;нет;6 chann.DDR4-2933;PCI Express 3.048 lines;14 nm;165 W;серверный
216;AMD EPYC 7352;;21105.91;2019;Socket SP3;24 / 48;24 / 48;2300 MHz;3200 MHz;24x32 + 24x32;24x512;131072;нет;8 chann.DDR4-3200;PCI Express 4.0128 lines;7 nm;155 W;серверный
217;Intel Core i7-13700HX;;21094.74;2023;BGA1964;16 / 24;16 / 24;1500 MHz;5000 MHz;8x32 + 8x48 | 8x32 + 8x64;24576;30720;Intel UHD Graphics 7701550 MHz;2 chann.DDR4-3200;PCI Express 5.020 lines;10 nm;55 W;мобильный
218;Intel Xeon Gold 6338;;21023.34;2021;LGA4189;32 / 64;32 / 64;2000 MHz;3200 MHz;32x32 + 32x32;32x1024;49152;нет;8 chann.DDR4-3200;PCI Express 4.064 lines;10 nm;205 W;серверный
219;Intel Xeon D-2799;;21009.66;2022;BGA2579;20 / 40;20 / 40;2400 MHz;3400 MHz;20x32 + 20x32;20x1024;30720;нет;4 chann.DDR4-3200;PCI Express 4.032 lines;10 nm;129 W;серверный
220;Intel Xeon Gold 6230R;;20968.41;2020;LGA3647;26 / 52;26 / 52;2100 MHz;4000 MHz;26x32 + 26x32;26x1024;36608;нет;6 chann.DDR4-2933;PCI Express 3.048 lines;14 nm;150 W;серверный
221;AMD Ryzen 7 PRO 7745;;20870.38;2022;Socket AM5;8 / 16;8 / 16;3800 MHz;5300 MHz;8x32 + 8x32;8x1024;32768;Radeon Vega128 shaders, 400 - 2200 MHz;2 chann.DDR5-5200;PCI Express 5.024 lines;5 nm;65 W;десктопный
222;AMD Ryzen 9 PRO 5945;;20822.18;2022;Socket AM4;12 / 24;12 / 24;3000 MHz;4700 MHz;12x32 + 12x32;12x512;65536;нет;2 chann.DDR4-3200;PCI Express 4.024 lines;7 nm;65 W;десктопный
